"gameid","gametype","blue","red","resultb","url","SPLIT_STRING(blue,',',1)","SPLIT_STRING(blue,',',2)","SPLIT_STRING(blue,',',3)","SPLIT_STRING(blue,',',4)","SPLIT_STRING(blue,',',5)","SPLIT_STRING(red,',',1)","SPLIT_STRING(red,',',2)","SPLIT_STRING(red,',',3)","SPLIT_STRING(red,',',4)","SPLIT_STRING(red,',',5)"
"3384617773","Normal","Fizz,Lee Sin,Rakan,Rengar,Xayah","Graves,Malphite,Ezreal,Thresh,Malzahar","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384617773&summonerId=11602162&gameTime=1539700090","Fizz","Lee Sin","Rakan","Rengar","Xayah","Graves","Malphite","Ezreal","Thresh","Malzahar"
"3384633018","Normal","Xerath,Akali,Jarvan IV,Jinx,Fizz","Aatrox,Kayn,Malphite,Ezreal,Kai'Sa","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384633018&summonerId=1911431&gameTime=1539698310","Xerath","Akali","Jarvan IV","Jinx","Fizz","Aatrox","Kayn","Malphite","Ezreal","Kai'Sa"
"3384639231","Normal","Lulu,Maokai,Lucian,Master Yi,Akali","Lee Sin,Nami,Yasuo,Kai'Sa,Viktor","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384639231&summonerId=72320201&gameTime=1539699240","Lulu","Maokai","Lucian","Master Yi","Akali","Lee Sin","Nami","Yasuo","Kai'Sa","Viktor"
"3384641630","Normal","Xin Zhao,Yasuo,Aatrox,Jhin,Bard","Graves,Thresh,Ezreal,Viktor,Lissandra","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384641630&summonerId=26512925&gameTime=1539697832","Xin Zhao","Yasuo","Aatrox","Jhin","Bard","Graves","Thresh","Ezreal","Viktor","Lissandra"
"3384643333","Normal","Kassadin,Ezreal,Riven,Soraka,Kayn","Syndra,Morgana,Darius,Skarner,Jhin","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384643333&summonerId=7692110&gameTime=1539698455","Kassadin","Ezreal","Riven","Soraka","Kayn","Syndra","Morgana","Darius","Skarner","Jhin"
"3384647111","Normal","Aurelion Sol,Urgot,Pyke,Ashe,Vi","Thresh,Yasuo,Kai'Sa,Evelynn,Vel'Koz","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384647111&summonerId=67050868&gameTime=1539698742","Aurelion Sol","Urgot","Pyke","Ashe","Vi","Thresh","Yasuo","Kai'Sa","Evelynn","Vel'Koz"
"3384670036","Normal","Janna,Lee Sin,Lucian,Warwick,Orianna","Tahm Kench,Ryze,Caitlyn,Heimerdinger,Nunu & Willump","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384670036&summonerId=32050600&gameTime=1539699468","Janna","Lee Sin","Lucian","Warwick","Orianna","Tahm Kench","Ryze","Caitlyn","Heimerdinger","Nunu & Willump"
"3384670895","Normal","Lux,Jinx,Lee Sin,Teemo,LeBlanc","Jhin,Yasuo,Nami,Zac,Katarina","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384670895&summonerId=27770902&gameTime=1539699410","Lux","Jinx","Lee Sin","Teemo","LeBlanc","Jhin","Yasuo","Nami","Zac","Katarina"
"3384670494","Normal","Lee Sin,Ekko,Sion,Yasuo,Zoe","Ezreal,Zyra,Gangplank,Irelia,Tristana","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384670494&summonerId=63640583&gameTime=1539700388","Lee Sin","Ekko","Sion","Yasuo","Zoe","Ezreal","Zyra","Gangplank","Irelia","Tristana"
"3384672353","Normal","Jarvan IV,Aatrox,Vayne,Ekko,Darius","Garen,Camille,Kai'Sa,Gragas,Viktor","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384672353&summonerId=7692110&gameTime=1539700979","Jarvan IV","Aatrox","Vayne","Ekko","Darius","Garen","Camille","Kai'Sa","Gragas","Viktor"
"3384677858","Normal","Yasuo,Janna,Evelynn,Malphite,Ezreal","Karthus,Kai'Sa,Aatrox,Jax,Darius","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384677858&summonerId=1911431&gameTime=1539701573","Yasuo","Janna","Evelynn","Malphite","Ezreal","Karthus","Kai'Sa","Aatrox","Jax","Darius"
"3384671332","Normal","Morgana,Teemo,Xin Zhao,Ezreal,LeBlanc","Twisted Fate,Nami,Riven,Irelia,Ezreal","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384671332&summonerId=9601176&gameTime=1539699832","Morgana","Teemo","Xin Zhao","Ezreal","LeBlanc","Twisted Fate","Nami","Riven","Irelia","Ezreal"
"3384678038","Normal","Kindred,Gangplank,Kassadin,Thresh,Vayne","Draven,Olaf,Soraka,Lux,Ezreal","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384678038&summonerId=14061696&gameTime=1539702533","Kindred","Gangplank","Kassadin","Thresh","Vayne","Draven","Olaf","Soraka","Lux","Ezreal"
"3384686283","Normal","Yasuo,Karthus,Hecarim,Vladimir,Lux","Irelia,Blitzcrank,Graves,Zoe,Varus","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384686283&summonerId=1911431&gameTime=1539700217","Yasuo","Karthus","Hecarim","Vladimir","Lux","Irelia","Blitzcrank","Graves","Zoe","Varus"
"3384685609","Normal","Kalista,Fizz,Jayce,Nunu & Willump,Lux","Anivia,Viktor,Annie,Miss Fortune,Nidalee","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384685609&summonerId=62000645&gameTime=1539700785","Kalista","Fizz","Jayce","Nunu & Willump","Lux","Anivia","Viktor","Annie","Miss Fortune","Nidalee"
"3384689890","Normal","Kayn,Viktor,Nautilus,Kai'Sa,Kassadin","Kha'Zix,Zed,Lucian,Urgot,Bard","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384689890&summonerId=5180335&gameTime=1539702865","Kayn","Viktor","Nautilus","Kai'Sa","Kassadin","Kha'Zix","Zed","Lucian","Urgot","Bard"
"3384689723","Normal","Thresh,Caitlyn,Kha'Zix,Viktor,LeBlanc","Braum,Cho'Gath,Vayne,Akali,Xerath","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384689723&summonerId=4464250&gameTime=1539702033","Thresh","Caitlyn","Kha'Zix","Viktor","LeBlanc","Braum","Cho'Gath","Vayne","Akali","Xerath"
"3384690795","Normal","Nidalee,Lissandra,Pantheon,Caitlyn,Cho'Gath","LeBlanc,Urgot,Master Yi,Yasuo,Jinx","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384690795&summonerId=1911431&gameTime=1539699774","Nidalee","Lissandra","Pantheon","Caitlyn","Cho'Gath","LeBlanc","Urgot","Master Yi","Yasuo","Jinx"
"3384701631","Normal","Taliyah,Vayne,Alistar,Tristana,Swain","Kayn,Lux,Swain,Nocturne,Miss Fortune","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384701631&summonerId=2146829&gameTime=1539701171","Taliyah","Vayne","Alistar","Tristana","Swain","Kayn","Lux","Swain","Nocturne","Miss Fortune"
"3384706921","Normal","Sona,Fizz,Rengar,Lucian,Maokai","Kai'Sa,Lee Sin,Rengar,Ahri,Brand","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384706921&summonerId=11602162&gameTime=1539701429","Sona","Fizz","Rengar","Lucian","Maokai","Kai'Sa","Lee Sin","Rengar","Ahri","Brand"
"3384714252","Normal","Pyke,Fizz,Miss Fortune,Riven,Lee Sin","Miss Fortune,Thresh,Shen,Twisted Fate,Teemo","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384714252&summonerId=32050600&gameTime=1539701053","Pyke","Fizz","Miss Fortune","Riven","Lee Sin","Miss Fortune","Thresh","Shen","Twisted Fate","Teemo"
"3384755272","Normal","Darius,Amumu,Brand,Pyke,Kai'Sa","Nidalee,Lissandra,Lucian,Urgot,Pyke","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384755272&summonerId=14061696&gameTime=1539705255","Darius","Amumu","Brand","Pyke","Kai'Sa","Nidalee","Lissandra","Lucian","Urgot","Pyke"
"3384755498","Normal","Draven,Graves,Camille,Vel'Koz,Galio","Ryze,Nidalee,Morgana,Jhin,Anivia","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384755498&summonerId=70130778&gameTime=1539704377","Draven","Graves","Camille","Vel'Koz","Galio","Ryze","Nidalee","Morgana","Jhin","Anivia"
"3384754347","Normal","Jax,Graves,Brand,Cassiopeia,Annie","Rakan,Miss Fortune,Riven,Lucian,Gragas","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384754347&summonerId=10663156&gameTime=1539703436","Jax","Graves","Brand","Cassiopeia","Annie","Rakan","Miss Fortune","Riven","Lucian","Gragas"
"3384770023","Normal","Kalista,Evelynn,Taric,Twisted Fate,Lux","Zoe,Zed,Viktor,Ekko,Graves","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384770023&summonerId=62000645&gameTime=1539702136","Kalista","Evelynn","Taric","Twisted Fate","Lux","Zoe","Zed","Viktor","Ekko","Graves"
"3384770453","Normal","Vel'Koz,Xerath,Jax,Jhin,Gragas","Caitlyn,Lee Sin,Rakan,Fizz,Gnar","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384770453&summonerId=7692110&gameTime=1539702532","Vel'Koz","Xerath","Jax","Jhin","Gragas","Caitlyn","Lee Sin","Rakan","Fizz","Gnar"
"3384772694","Normal","Jhin,Urgot,Yasuo,Xin Zhao,Rakan","Kai'Sa,Lulu,Riven,Gragas,Malphite","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384772694&summonerId=9113312&gameTime=1539703941","Jhin","Urgot","Yasuo","Xin Zhao","Rakan","Kai'Sa","Lulu","Riven","Gragas","Malphite"
"3384756278","Normal","Warwick,LeBlanc,Thresh,Cho'Gath,Yasuo","Evelynn,Fizz,Leona,Wukong,Cho'Gath","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384756278&summonerId=32920887&gameTime=1539704958","Warwick","LeBlanc","Thresh","Cho'Gath","Yasuo","Evelynn","Fizz","Leona","Wukong","Cho'Gath"
"3384774551","Normal","Miss Fortune,Darius,Ahri,Ezreal,Brand","Cassiopeia,Pyke,Jhin,Galio,Kha'Zix","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384774551&summonerId=17171554&gameTime=1539705800","Miss Fortune","Darius","Ahri","Ezreal","Brand","Cassiopeia","Pyke","Jhin","Galio","Kha'Zix"
"3384777800","Normal","Kai'Sa,Nautilus,Amumu,Pyke,Ezreal","Ezreal,Irelia,Lee Sin,Janna,Darius","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384777800&summonerId=11602162&gameTime=1539705019","Kai'Sa","Nautilus","Amumu","Pyke","Ezreal","Ezreal","Irelia","Lee Sin","Janna","Darius"
"3384790616","Normal","Yasuo,LeBlanc,Nocturne,Lucian,Blitzcrank","Ezreal,Cho'Gath,Blitzcrank,Anivia,Nocturne","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384790616&summonerId=32050600&gameTime=1539703639","Yasuo","LeBlanc","Nocturne","Lucian","Blitzcrank","Ezreal","Cho'Gath","Blitzcrank","Anivia","Nocturne"
"3384779399","Normal","Xayah,Vi,Xin Zhao,Blitzcrank,Kassadin","Ezreal,Kha'Zix,Zyra,Pyke,Jayce","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384779399&summonerId=23103941&gameTime=1539706565","Xayah","Vi","Xin Zhao","Blitzcrank","Kassadin","Ezreal","Kha'Zix","Zyra","Pyke","Jayce"
"3384793300","Normal","Sivir,Ezreal,Kayn,Ekko,Shen","Wukong,Yasuo,Blitzcrank,Jayce,Zoe","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384793300&summonerId=4464250&gameTime=1539703943","Sivir","Ezreal","Kayn","Ekko","Shen","Wukong","Yasuo","Blitzcrank","Jayce","Zoe"
"3384796388","Normal","Blitzcrank,Malphite,Xin Zhao,Yasuo,Vayne","Braum,Lucian,Ezreal,Maokai,Nocturne","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384796388&summonerId=11581116&gameTime=1539705051","Blitzcrank","Malphite","Xin Zhao","Yasuo","Vayne","Braum","Lucian","Ezreal","Maokai","Nocturne"
"3384798017","Normal","Talon,Vel'Koz,Kayn,Sona,Ezreal","Jax,Nidalee,Nami,Kai'Sa,Lux","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384798017&summonerId=45050175&gameTime=1539705168","Talon","Vel'Koz","Kayn","Sona","Ezreal","Jax","Nidalee","Nami","Kai'Sa","Lux"
"3384800983","Normal","LeBlanc,Lee Sin,Rengar,Thresh,Varus","Irelia,Riven,Xayah,Xin Zhao,Rakan","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384800983&summonerId=11602162&gameTime=1539703607","LeBlanc","Lee Sin","Rengar","Thresh","Varus","Irelia","Riven","Xayah","Xin Zhao","Rakan"
"3384802676","Normal","Yasuo,Rengar,Lux,Fiora,Ezreal","Kai'Sa,Taliyah,Zed,Bard,Irelia","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384802676&summonerId=8302548&gameTime=1539704213","Yasuo","Rengar","Lux","Fiora","Ezreal","Kai'Sa","Taliyah","Zed","Bard","Irelia"
"3384807743","Normal","Alistar,Jarvan IV,Vayne,Pantheon,Ahri","Sona,Jhin,Katarina,Gangplank,Xin Zhao","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384807743&summonerId=4464250&gameTime=1539705093","Alistar","Jarvan IV","Vayne","Pantheon","Ahri","Sona","Jhin","Katarina","Gangplank","Xin Zhao"
"3384810090","Normal","Yasuo,Camille,Xayah,Rakan,Viktor","Twisted Fate,Kayn,Bard,Jinx,Jayce","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384810090&summonerId=2146829&gameTime=1539703343","Yasuo","Camille","Xayah","Rakan","Viktor","Twisted Fate","Kayn","Bard","Jinx","Jayce"
"3384815773","Normal","Soraka,Talon,Ahri,Poppy,Lee Sin","Nidalee,Irelia,Karthus,Rakan,Xayah","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384815773&summonerId=14086376&gameTime=1539704371","Soraka","Talon","Ahri","Poppy","Lee Sin","Nidalee","Irelia","Karthus","Rakan","Xayah"
"3384818564","Normal","Xin Zhao,Yasuo,Zed,Kennen,Soraka","Urgot,Kai'Sa,Lulu,Twisted Fate,Lee Sin","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384818564&summonerId=8302548&gameTime=1539706386","Xin Zhao","Yasuo","Zed","Kennen","Soraka","Urgot","Kai'Sa","Lulu","Twisted Fate","Lee Sin"
"3384818843","Normal","Jhin,Tahm Kench,Swain,Quinn,Master Yi","Twisted Fate,Xin Zhao,Irelia,Draven,Ezreal","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384818843&summonerId=70130778&gameTime=1539706721","Jhin","Tahm Kench","Swain","Quinn","Master Yi","Twisted Fate","Xin Zhao","Irelia","Draven","Ezreal"
"3384865301","Normal","Camille,Orianna,Bard,Ezreal,Nasus","Irelia,Ezreal,Zed,Lee Sin,Nami","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384865301&summonerId=70130778&gameTime=1539708332","Camille","Orianna","Bard","Ezreal","Nasus","Irelia","Ezreal","Zed","Lee Sin","Nami"
"3384868605","Normal","Irelia,Sona,Malphite,Shaco,Xayah","Twisted Fate,Kha'Zix,Teemo,Lucian,Galio","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384868605&summonerId=73890294&gameTime=1539709806","Irelia","Sona","Malphite","Shaco","Xayah","Twisted Fate","Kha'Zix","Teemo","Lucian","Galio"
"3384878119","Normal","Thresh,Twisted Fate,Karthus,Lee Sin,Miss Fortune","Graves,LeBlanc,Olaf,Ezreal,Gragas","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384878119&summonerId=27911894&gameTime=1539711496","Thresh","Twisted Fate","Karthus","Lee Sin","Miss Fortune","Graves","LeBlanc","Olaf","Ezreal","Gragas"
"3384881855","Normal","Zed,Kayn,Lux,Amumu,Varus","Lee Sin,Pyke,Aatrox,Volibear,Taliyah","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384881855&summonerId=60291596&gameTime=1539707539","Zed","Kayn","Lux","Amumu","Varus","Lee Sin","Pyke","Aatrox","Volibear","Taliyah"
"3384881403","Normal","Vladimir,Sejuani,Ahri,Lux,Vayne","Ornn,Kindred,Jhin,Xerath,Maokai","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384881403&summonerId=45050175&gameTime=1539708089","Vladimir","Sejuani","Ahri","Lux","Vayne","Ornn","Kindred","Jhin","Xerath","Maokai"
"3384882748","Normal","Nidalee,Heimerdinger,Jhin,Sion,Rakan","Master Yi,Shen,Kai'Sa,Twisted Fate,Nami","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384882748&summonerId=40411809&gameTime=1539707905","Nidalee","Heimerdinger","Jhin","Sion","Rakan","Master Yi","Shen","Kai'Sa","Twisted Fate","Nami"
"3384886434","Normal","Volibear,Zed,Akali,Jhin,Shen","Irelia,Ahri,Twitch,Pyke,Nidalee","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384886434&summonerId=66771584&gameTime=1539709807","Volibear","Zed","Akali","Jhin","Shen","Irelia","Ahri","Twitch","Pyke","Nidalee"
"3384886696","Normal","Kai'Sa,Zed,Alistar,Sion,Xin Zhao","Aatrox,Lee Sin,Kai'Sa,Viktor,Fizz","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384886696&summonerId=60291596&gameTime=1539710278","Kai'Sa","Zed","Alistar","Sion","Xin Zhao","Aatrox","Lee Sin","Kai'Sa","Viktor","Fizz"
"3384894744","Normal","Sona,Ezreal,Talon,Pantheon,Ryze","Aatrox,Sona,Shaco,Ryze,Jhin","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384894744&summonerId=73890294&gameTime=1539708349","Sona","Ezreal","Talon","Pantheon","Ryze","Aatrox","Sona","Shaco","Ryze","Jhin"
"3384895626","Normal","Alistar,Akali,Xin Zhao,Vladimir,Ezreal","Bard,Ezreal,Pantheon,Master Yi,Lissandra","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384895626&summonerId=11274149&gameTime=1539709156","Alistar","Akali","Xin Zhao","Vladimir","Ezreal","Bard","Ezreal","Pantheon","Master Yi","Lissandra"
"3384899310","Normal","Irelia,Pyke,Miss Fortune,Zed,Gragas","Xin Zhao,Ashe,Hecarim,Ryze,Zilean","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384899310&summonerId=66771584&gameTime=1539711046","Irelia","Pyke","Miss Fortune","Zed","Gragas","Xin Zhao","Ashe","Hecarim","Ryze","Zilean"
"3384899498","Normal","Irelia,Sona,Shaco,Lee Sin,Jinx","Riven,Syndra,Lulu,Kai'Sa,Dr. Mundo","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384899498&summonerId=73890294&gameTime=1539711602","Irelia","Sona","Shaco","Lee Sin","Jinx","Riven","Syndra","Lulu","Kai'Sa","Dr. Mundo"
"3384898167","Normal","Heimerdinger,Galio,Jhin,Lee Sin,Lux","Galio,Dr. Mundo,Xayah,Nidalee,Soraka","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384898167&summonerId=62000645&gameTime=1539710989","Heimerdinger","Galio","Jhin","Lee Sin","Lux","Galio","Dr. Mundo","Xayah","Nidalee","Soraka"
"3384899677","Normal","Zoe,Karthus,Ezreal,Akali,Ryze","Zoe,Janna,Malphite,Udyr,Jinx","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384899677&summonerId=40411809&gameTime=1539711559","Zoe","Karthus","Ezreal","Akali","Ryze","Zoe","Janna","Malphite","Udyr","Jinx"
"3384899865","Normal","Shaco,Jarvan IV,Pyke,Ezreal,Veigar","Volibear,Jhin,Lux,Irelia,Gangplank","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384899865&summonerId=45050175&gameTime=1539712702","Shaco","Jarvan IV","Pyke","Ezreal","Veigar","Volibear","Jhin","Lux","Irelia","Gangplank"
"3384906499","Normal","Nocturne,Yasuo,Swain,Caitlyn,Ezreal","Aatrox,Camille,Soraka,Zoe,Ezreal","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384906499&summonerId=5295104&gameTime=1539709990","Nocturne","Yasuo","Swain","Caitlyn","Ezreal","Aatrox","Camille","Soraka","Zoe","Ezreal"
"3384906575","Normal","Zilean,Amumu,Ashe,Udyr,Veigar","Kayle,Ezreal,Sona,Twisted Fate,Riven","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384906575&summonerId=45050175&gameTime=1539710208","Zilean","Amumu","Ashe","Udyr","Veigar","Kayle","Ezreal","Sona","Twisted Fate","Riven"
"3384906590","Normal","Aatrox,Janna,Xin Zhao,Udyr,Xayah","Ezreal,Irelia,Soraka,Taliyah,Nasus","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384906590&summonerId=13964873&gameTime=1539710560","Aatrox","Janna","Xin Zhao","Udyr","Xayah","Ezreal","Irelia","Soraka","Taliyah","Nasus"
"3384906858","Normal","Kayle,Urgot,Blitzcrank,Lissandra,Jhin","Ekko,Thresh,Jarvan IV,Master Yi,Kai'Sa","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384906858&summonerId=43450710&gameTime=1539710555","Kayle","Urgot","Blitzcrank","Lissandra","Jhin","Ekko","Thresh","Jarvan IV","Master Yi","Kai'Sa"
"3384907112","Normal","Nunu & Willump,Miss Fortune,Xin Zhao,Kai'Sa,Jhin","Rakan,Rumble,Yasuo,Leona,Kai'Sa","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384907112&summonerId=10549771&gameTime=1539709897","Nunu & Willump","Miss Fortune","Xin Zhao","Kai'Sa","Jhin","Rakan","Rumble","Yasuo","Leona","Kai'Sa"
"3384877049","Normal","Darius,Kai'Sa,Ahri,Morgana,Jax","Jarvan IV,Nautilus,Maokai,Tristana,LeBlanc","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384877049&summonerId=40411809&gameTime=1539710082","Darius","Kai'Sa","Ahri","Morgana","Jax","Jarvan IV","Nautilus","Maokai","Tristana","LeBlanc"
"3384909738","Normal","Quinn,Aatrox,Lee Sin,LeBlanc,Lux","Lulu,Urgot,Jhin,Anivia,Amumu","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3384909738&summonerId=1611681&gameTime=1539712921","Quinn","Aatrox","Lee Sin","LeBlanc","Lux","Lulu","Urgot","Jhin","Anivia","Amumu"
"3385011370","Normal","Tryndamere,Soraka,Malphite,Quinn,Jinx","Akali,Taric,Amumu,Zed,Camille","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385011370&summonerId=27770902&gameTime=1539711962","Tryndamere","Soraka","Malphite","Quinn","Jinx","Akali","Taric","Amumu","Zed","Camille"
"3385016381","Normal","Kai'Sa,Miss Fortune,Irelia,Master Yi,Quinn","LeBlanc,Pyke,Malphite,Viktor,Zed","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385016381&summonerId=4925651&gameTime=1539717819","Kai'Sa","Miss Fortune","Irelia","Master Yi","Quinn","LeBlanc","Pyke","Malphite","Viktor","Zed"
"3385016069","Normal","Darius,Lee Sin,Pyke,Miss Fortune,Karthus","Ekko,Urgot,Lucian,Talon,Lee Sin","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385016069&summonerId=2521310&gameTime=1539717139","Darius","Lee Sin","Pyke","Miss Fortune","Karthus","Ekko","Urgot","Lucian","Talon","Lee Sin"
"3385019312","Normal","Malzahar,Soraka,Darius,Heimerdinger,Nunu & Willump","Pyke,Heimerdinger,Miss Fortune,Katarina,Taliyah","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385019312&summonerId=28181106&gameTime=1539722423","Malzahar","Soraka","Darius","Heimerdinger","Nunu & Willump","Pyke","Heimerdinger","Miss Fortune","Katarina","Taliyah"
"3385019667","Normal","Twitch,Zed,Lulu,Renekton,Jhin","Sona,Taliyah,Jhin,Bard,Viktor","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385019667&summonerId=23592896&gameTime=1539722921","Twitch","Zed","Lulu","Renekton","Jhin","Sona","Taliyah","Jhin","Bard","Viktor"
"3385020207","Normal","Irelia,Vayne,LeBlanc,Lee Sin,Alistar","Dr. Mundo,Lucian,Bard,Teemo,Zoe","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385020207&summonerId=10549771&gameTime=1539711043","Irelia","Vayne","LeBlanc","Lee Sin","Alistar","Dr. Mundo","Lucian","Bard","Teemo","Zoe"
"3385017558","Normal","Fiora,Soraka,Ashe,Akali,Evelynn","Ezreal,Jhin,Nami,Lucian,Urgot","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385017558&summonerId=6942653&gameTime=1539717776","Fiora","Soraka","Ashe","Akali","Evelynn","Ezreal","Jhin","Nami","Lucian","Urgot"
"3385021234","Normal","Graves,Sona,Ziggs,Gragas,Master Yi","Kalista,Leona,Hecarim,Kassadin,Vel'Koz","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385021234&summonerId=43450710&gameTime=1539713678","Graves","Sona","Ziggs","Gragas","Master Yi","Kalista","Leona","Hecarim","Kassadin","Vel'Koz"
"3385020446","Normal","Wukong,Kai'Sa,Ekko,Alistar,Graves","Lee Sin,Kassadin,Quinn,Lucian,Teemo","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385020446&summonerId=5295104&gameTime=1539712449","Wukong","Kai'Sa","Ekko","Alistar","Graves","Lee Sin","Kassadin","Quinn","Lucian","Teemo"
"3385025049","Normal","Shaco,Ashe,Malzahar,Miss Fortune,Vayne","Kai'Sa,Nami,Graves,Garen,Irelia","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385025049&summonerId=73570481&gameTime=1539715414","Shaco","Ashe","Malzahar","Miss Fortune","Vayne","Kai'Sa","Nami","Graves","Garen","Irelia"
"3385023387","Normal","Ekko,Swain,Fiddlesticks,Kog'Maw,Jax","Nunu & Willump,Yasuo,Akali,Pyke,Kai'Sa","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385023387&summonerId=2521310&gameTime=1539714504","Ekko","Swain","Fiddlesticks","Kog'Maw","Jax","Nunu & Willump","Yasuo","Akali","Pyke","Kai'Sa"
"3385026180","Normal","Ezreal,Blitzcrank,Yasuo,Kai'Sa,Nidalee","Aatrox,Irelia,Sona,Shaco,Caitlyn","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385026180&summonerId=73890294&gameTime=1539717148","Ezreal","Blitzcrank","Yasuo","Kai'Sa","Nidalee","Aatrox","Irelia","Sona","Shaco","Caitlyn"
"3385027140","Normal","Yasuo,Ryze,Darius,Nautilus,Kai'Sa","Ezreal,Lulu,Irelia,Jarvan IV,Lux","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385027140&summonerId=5719121&gameTime=1539717641","Yasuo","Ryze","Darius","Nautilus","Kai'Sa","Ezreal","Lulu","Irelia","Jarvan IV","Lux"
"3385027592","Normal","Udyr,Aatrox,Cho'Gath,Zyra,Darius","Heimerdinger,Aurelion Sol,Sona,Shaco,Jinx","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385027592&summonerId=73890294&gameTime=1539718289","Udyr","Aatrox","Cho'Gath","Zyra","Darius","Heimerdinger","Aurelion Sol","Sona","Shaco","Jinx"
